0.019259,0,0,0,0.03963,0,0,0,0.019167,0,0,0,0.039352,0,0,0
0.52902,NaN,NaN,NaN,0.51873,NaN,NaN,NaN,0.50345,NaN,NaN,NaN,0.51655,NaN,NaN,NaN
0.010189,0,0,0,0.020557,0,0,0,0.0096494,0,0,0,0.020327,0,0,0
1,6,10,12,1,6,10,12,1,6,10,12,1,6,10,12
1,6,10,12,1,6,10,12,1,6,9,11,1,6,9,11
