0,0,0,0,0,0,0,0,9.2593e-05,0,0,0,0.00018519,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.074,NaN,NaN,NaN,0.099,NaN,NaN,NaN
0,0,0,0,0,0,0,0,6.8519e-06,0,0,0,1.8333e-05,0,0,0
5,5,9,14,5,5,9,14,5,5,9,14,5,5,9,14
5,5,9,14,5,5,9,14,5,5,7,14,5,5,7,14
