0.021944,0,0,0,0.039352,0,0,0,0.022037,0,0,0,0.040093,9.2593e-05,0,0
0.47985,NaN,NaN,NaN,0.5408,NaN,NaN,NaN,0.49516,NaN,NaN,NaN,0.48498,0.172,NaN,NaN
0.01053,0,0,0,0.021281,0,0,0,0.010912,0,0,0,0.019444,1.5926e-05,0,0
1,7,9,11,1,7,9,11,1,7,9,11,1,7,9,11
1,7,9,11,1,7,9,11,1,6,5,9,1,6,5,9
