0.01463,0,0,0,0.030093,0,0,0,0.014444,0,0,0,0.02963,0,0,0
0.46076,0,NaN,NaN,0.48531,0,NaN,NaN,0.45837,0,NaN,NaN,0.51621,0,NaN,NaN
0.0067407,0,0,0,0.014604,0,0,0,0.0066208,0,0,0,0.015295,0,0,0
1,0,8,8,1,0,8,8,1,0,8,8,1,0,8,8
1,0,8,8,1,0,8,8,1,0,7,7,1,0,7,7
