0.0012037,0,0.00064815,0,0.0047222,0,0.0021296,0,0.026574,0,0.012037,0,0.05787,0,0.029444,0
0.29115,NaN,0.33014,NaN,0.34186,NaN,0.23617,NaN,0.54393,NaN,0.56922,NaN,0.51357,NaN,0.50812,NaN
0.00035046,0,0.00021398,0,0.0016144,0,0.00050296,0,0.014454,0,0.0068518,0,0.029721,0,0.014961,0
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6
2,6,2,6,2,6,2,6,1,4,1,3,1,4,1,3
