0.018796,0.0030556,0,0,0.035278,0.0057407,0,0,0.018796,0.0027778,9.2593e-05,0,0.03537,0.0056481,0.00018519,0
0.57249,0.32085,NaN,NaN,0.52142,0.25774,NaN,NaN,0.46815,0.16197,0.218,NaN,0.48138,0.30218,0.1305,NaN
0.010761,0.00098037,0,0,0.018395,0.0014796,0,0,0.0087994,0.00044991,2.0185e-05,0,0.017027,0.0017068,2.4167e-05,0
1,2,4,16,1,2,4,16,1,2,4,16,1,2,4,16
1,2,4,16,1,2,4,16,1,2,3,13,1,2,3,13
