0.0012963,0.022778,9.2593e-05,0,0.0016667,0.044722,0.00037037,0,0.00092593,0,9.2593e-05,0,0.0019444,0,9.2593e-05,0
0.21643,0.50075,0.12,NaN,0.28861,0.52467,0.1775,NaN,0.491,0,0.348,NaN,0.25167,0,0.071,NaN
0.00028056,0.011406,1.1111e-05,0,0.00048102,0.023464,6.5741e-05,0,0.00045463,0,3.2222e-05,0,0.00048935,0,6.5741e-06,0
2,1,3,8,2,1,3,8,2,1,3,8,2,1,3,8
2,1,3,8,2,1,3,8,2,0,3,7,2,0,3,7
