0.0010185,0,0,0,0.0043519,0,0,0,0.0014815,0,0,0,0.0043519,0,0,0
0.32291,NaN,NaN,NaN,0.24077,NaN,NaN,NaN,0.31862,NaN,NaN,NaN,0.21379,NaN,NaN,NaN
0.00032889,0,0,0,0.0010478,0,0,0,0.00047204,0,0,0,0.00093037,0,0,0
2,5,9,11,2,5,9,11,2,5,9,11,2,5,9,11
2,5,9,11,2,5,9,11,2,4,6,9,2,4,6,9
